filename,doc_type,is_fraud,fraud_type,siret_doc,date_expiration,montant_ht,montant_ttc,degradation,linked_group_id,source_dataset_path
79219798000016_kbis_0019.pdf,kbis,0,,79219798000016,,,,none,grp_79219798000016,data_generator/output/raw/79219798000016/79219798000016_kbis_0019.pdf
79219798000016_devis_0020.pdf,devis,0,,79219798000016,,133677.03,160412.44,none,grp_79219798000016,data_generator/output/raw/79219798000016/79219798000016_devis_0020.pdf
79219798000016_devis_0021.pdf,devis,0,,79219798000016,,182050.47,218460.56,none,grp_79219798000016,data_generator/output/raw/79219798000016/79219798000016_devis_0021.pdf
93352902600017_kbis_0022.pdf,kbis,0,,93352902600017,,,,none,grp_93352902600017,data_generator/output/raw/93352902600017/93352902600017_kbis_0022.pdf
93352902600017_facture_0023.pdf,facture,0,,93352902600017,,244511.40,257959.53,none,grp_93352902600017,data_generator/output/raw/93352902600017/93352902600017_facture_0023.pdf
93352902600017_rib_0024.pdf,rib,0,,93352902600017,,,,none,grp_93352902600017,data_generator/output/raw/93352902600017/93352902600017_rib_0024.pdf
93352902600017_rib_0024.png,rib,0,,93352902600017,,,,scan_degraded,grp_93352902600017,data_generator/output/scans/93352902600017/93352902600017_rib_0024.png
93352902600017_facture_0025.pdf,facture,0,,93352902600017,,76532.12,80741.39,none,grp_93352902600017,data_generator/output/raw/93352902600017/93352902600017_facture_0025.pdf
93352902600017_facture_0025.png,facture,0,,93352902600017,,76532.12,80741.39,scan_degraded,grp_93352902600017,data_generator/output/scans/93352902600017/93352902600017_facture_0025.png
93352902600017_facture_0026.pdf,facture,0,,93352902600017,,105485.00,116033.50,none,grp_93352902600017,data_generator/output/raw/93352902600017/93352902600017_facture_0026.pdf
93352902600017_attestation_urssaf_0027.pdf,attestation_urssaf,0,,93352902600017,2026-09-12,,,none,grp_93352902600017,data_generator/output/raw/93352902600017/93352902600017_attestation_urssaf_0027.pdf
93352902600017_devis_0028.pdf,devis,1,montant_altere,93352902600017,,98277.24,119424.95,none,grp_93352902600017,data_generator/output/raw/93352902600017/93352902600017_devis_0028.pdf
93352902600017_devis_0028.png,devis,1,montant_altere,93352902600017,,98277.24,119424.95,scan_degraded,grp_93352902600017,data_generator/output/scans/93352902600017/93352902600017_devis_0028.png
93352902600017_devis_0029.pdf,devis,1,montant_altere,93352902600017,,192455.04,213487.72,none,grp_93352902600017,data_generator/output/raw/93352902600017/93352902600017_devis_0029.pdf
93352902600017_facture_0030.pdf,facture,0,,93352902600017,,137815.82,145395.69,none,grp_93352902600017,data_generator/output/raw/93352902600017/93352902600017_facture_0030.pdf
44110051800014_facture_0031.pdf,facture,1,montant_altere,44110051800014,,140427.74,170479.27,none,grp_44110051800014,data_generator/output/raw/44110051800014/44110051800014_facture_0031.pdf
44110051800014_facture_0031.png,facture,1,montant_altere,44110051800014,,140427.74,170479.27,scan_degraded,grp_44110051800014,data_generator/output/scans/44110051800014/44110051800014_facture_0031.png
44110051800014_rib_0032.pdf,rib,0,,44110051800014,,,,none,grp_44110051800014,data_generator/output/raw/44110051800014/44110051800014_rib_0032.pdf
44110051800014_rib_0032.png,rib,0,,44110051800014,,,,scan_degraded,grp_44110051800014,data_generator/output/scans/44110051800014/44110051800014_rib_0032.png
44110051800014_facture_0033.pdf,facture,0,,44110051800014,,70891.10,85069.32,none,grp_44110051800014,data_generator/output/raw/44110051800014/44110051800014_facture_0033.pdf
44110051800014_facture_0034.pdf,facture,0,,44110051800014,,106154.33,111992.82,none,grp_44110051800014,data_generator/output/raw/44110051800014/44110051800014_facture_0034.pdf
44110051800014_facture_0034.png,facture,0,,44110051800014,,106154.33,111992.82,scan_degraded,grp_44110051800014,data_generator/output/scans/44110051800014/44110051800014_facture_0034.png
44110051800014_rib_0035.pdf,rib,0,,44110051800014,,,,none,grp_44110051800014,data_generator/output/raw/44110051800014/44110051800014_rib_0035.pdf
44110051800014_rib_0035.png,rib,0,,44110051800014,,,,scan_degraded,grp_44110051800014,data_generator/output/scans/44110051800014/44110051800014_rib_0035.png
44110051800014_attestation_urssaf_0036.pdf,attestation_urssaf,0,,44110051800014,2026-09-12,,,none,grp_44110051800014,data_generator/output/raw/44110051800014/44110051800014_attestation_urssaf_0036.pdf
44110051800014_attestation_urssaf_0036.png,attestation_urssaf,0,,44110051800014,2026-09-12,,,scan_degraded,grp_44110051800014,data_generator/output/scans/44110051800014/44110051800014_attestation_urssaf_0036.png
44110051800014_rib_0037.pdf,rib,1,iban_invalide,44110051800014,,,,none,grp_44110051800014,data_generator/output/raw/44110051800014/44110051800014_rib_0037.pdf
44110051800014_facture_0038.pdf,facture,1,montant_altere,44110051800014,,96143.49,108082.86,none,grp_44110051800014,data_generator/output/raw/44110051800014/44110051800014_facture_0038.pdf
44110051800014_facture_0038.png,facture,1,montant_altere,44110051800014,,96143.49,108082.86,scan_degraded,grp_44110051800014,data_generator/output/scans/44110051800014/44110051800014_facture_0038.png
44110051800014_devis_0039.pdf,devis,1,montant_altere,44110051800014,,257505.58,272551.43,none,grp_44110051800014,data_generator/output/raw/44110051800014/44110051800014_devis_0039.pdf
44110051800014_devis_0039.png,devis,1,montant_altere,44110051800014,,257505.58,272551.43,scan_degraded,grp_44110051800014,data_generator/output/scans/44110051800014/44110051800014_devis_0039.png
44110051800014_rib_0040.pdf,rib,1,iban_invalide,44110051800014,,,,none,grp_44110051800014,data_generator/output/raw/44110051800014/44110051800014_rib_0040.pdf
81933677700019_devis_0041.pdf,devis,0,,81933677700019,,237119.88,284543.86,none,grp_81933677700019,data_generator/output/raw/81933677700019/81933677700019_devis_0041.pdf
81933677700019_devis_0042.pdf,devis,0,,81933677700019,,71970.11,75928.47,none,grp_81933677700019,data_generator/output/raw/81933677700019/81933677700019_devis_0042.pdf
81933677700019_devis_0042.png,devis,0,,81933677700019,,71970.11,75928.47,scan_degraded,grp_81933677700019,data_generator/output/scans/81933677700019/81933677700019_devis_0042.png
81933677700019_devis_0043.pdf,devis,0,,81933677700019,,103106.74,113417.41,none,grp_81933677700019,data_generator/output/raw/81933677700019/81933677700019_devis_0043.pdf
81933677700019_devis_0044.pdf,devis,0,,81933677700019,,26544.12,31852.94,none,grp_81933677700019,data_generator/output/raw/81933677700019/81933677700019_devis_0044.pdf
81933677700019_devis_0044.png,devis,0,,81933677700019,,26544.12,31852.94,scan_degraded,grp_81933677700019,data_generator/output/scans/81933677700019/81933677700019_devis_0044.png
81933677700019_rib_0045.pdf,rib,0,,81933677700019,,,,none,grp_81933677700019,data_generator/output/raw/81933677700019/81933677700019_rib_0045.pdf
81933677700019_rib_0045.png,rib,0,,81933677700019,,,,scan_degraded,grp_81933677700019,data_generator/output/scans/81933677700019/81933677700019_rib_0045.png
81933677700019_facture_0046.pdf,facture,1,montant_altere,81933677700019,,6881.64,9140.05,none,grp_81933677700019,data_generator/output/raw/81933677700019/81933677700019_facture_0046.pdf
81933677700019_devis_0047.pdf,devis,0,,81933677700019,,100482.13,110530.34,none,grp_81933677700019,data_generator/output/raw/81933677700019/81933677700019_devis_0047.pdf
81933677700019_kbis_0048.pdf,kbis,1,mauvais_siret,53104410500017,,,,none,grp_81933677700019,data_generator/output/raw/81933677700019/81933677700019_kbis_0048.pdf
81933677700019_kbis_0048.png,kbis,1,mauvais_siret,53104410500017,,,,scan_degraded,grp_81933677700019,data_generator/output/scans/81933677700019/81933677700019_kbis_0048.png
81933677700019_facture_0049.pdf,facture,0,,81933677700019,,31816.40,38179.68,none,grp_81933677700019,data_generator/output/raw/81933677700019/81933677700019_facture_0049.pdf
81933677700019_facture_0049.png,facture,0,,81933677700019,,31816.40,38179.68,scan_degraded,grp_81933677700019,data_generator/output/scans/81933677700019/81933677700019_facture_0049.png
81933677700019_attestation_urssaf_0050.pdf,attestation_urssaf,0,,81933677700019,2026-09-12,,,none,grp_81933677700019,data_generator/output/raw/81933677700019/81933677700019_attestation_urssaf_0050.pdf
81933677700019_attestation_urssaf_0050.png,attestation_urssaf,0,,81933677700019,2026-09-12,,,scan_degraded,grp_81933677700019,data_generator/output/scans/81933677700019/81933677700019_attestation_urssaf_0050.png
81933677700019_kbis_0051.pdf,kbis,0,,81933677700019,,,,none,grp_81933677700019,data_generator/output/raw/81933677700019/81933677700019_kbis_0051.pdf
98300293200017_facture_0052.pdf,facture,1,montant_altere,98300293200017,,193549.26,233599.72,none,grp_98300293200017,data_generator/output/raw/98300293200017/98300293200017_facture_0052.pdf
98300293200017_facture_0053.pdf,facture,1,montant_altere,98300293200017,,19033.80,22461.85,none,grp_98300293200017,data_generator/output/raw/98300293200017/98300293200017_facture_0053.pdf
98300293200017_rib_0054.pdf,rib,0,,98300293200017,,,,none,grp_98300293200017,data_generator/output/raw/98300293200017/98300293200017_rib_0054.pdf
98300293200017_rib_0054.png,rib,0,,98300293200017,,,,scan_degraded,grp_98300293200017,data_generator/output/scans/98300293200017/98300293200017_rib_0054.png
98300293200017_rib_0055.pdf,rib,0,,98300293200017,,,,none,grp_98300293200017,data_generator/output/raw/98300293200017/98300293200017_rib_0055.pdf
98300293200017_rib_0055.png,rib,0,,98300293200017,,,,scan_degraded,grp_98300293200017,data_generator/output/scans/98300293200017/98300293200017_rib_0055.png
98300293200017_facture_0056.pdf,facture,0,,98300293200017,,101820.88,122185.06,none,grp_98300293200017,data_generator/output/raw/98300293200017/98300293200017_facture_0056.pdf
98300293200017_facture_0056.png,facture,0,,98300293200017,,101820.88,122185.06,scan_degraded,grp_98300293200017,data_generator/output/scans/98300293200017/98300293200017_facture_0056.png
98300293200017_facture_0057.pdf,facture,0,,98300293200017,,257433.09,271591.91,none,grp_98300293200017,data_generator/output/raw/98300293200017/98300293200017_facture_0057.pdf
98300293200017_facture_0057.png,facture,0,,98300293200017,,257433.09,271591.91,scan_degraded,grp_98300293200017,data_generator/output/scans/98300293200017/98300293200017_facture_0057.png
98300293200017_facture_0058.pdf,facture,0,,98300293200017,,152016.02,167217.62,none,grp_98300293200017,data_generator/output/raw/98300293200017/98300293200017_facture_0058.pdf
98300293200017_facture_0058.png,facture,0,,98300293200017,,152016.02,167217.62,scan_degraded,grp_98300293200017,data_generator/output/scans/98300293200017/98300293200017_facture_0058.png
98300293200017_devis_0059.pdf,devis,0,,98300293200017,,64535.89,70989.48,none,grp_98300293200017,data_generator/output/raw/98300293200017/98300293200017_devis_0059.pdf
98300293200017_devis_0059.png,devis,0,,98300293200017,,64535.89,70989.48,scan_degraded,grp_98300293200017,data_generator/output/scans/98300293200017/98300293200017_devis_0059.png
98300293200017_attestation_urssaf_0060.pdf,attestation_urssaf,0,,98300293200017,2026-09-12,,,none,grp_98300293200017,data_generator/output/raw/98300293200017/98300293200017_attestation_urssaf_0060.pdf
93106328300028_devis_0061.pdf,devis,1,montant_altere,93106328300028,,11334.42,13873.91,none,grp_93106328300028,data_generator/output/raw/93106328300028/93106328300028_devis_0061.pdf
93106328300028_devis_0061.png,devis,1,montant_altere,93106328300028,,11334.42,13873.91,scan_degraded,grp_93106328300028,data_generator/output/scans/93106328300028/93106328300028_devis_0061.png
93106328300028_attestation_urssaf_0062.pdf,attestation_urssaf,0,,93106328300028,2026-09-12,,,none,grp_93106328300028,data_generator/output/raw/93106328300028/93106328300028_attestation_urssaf_0062.pdf
93106328300028_attestation_urssaf_0062.png,attestation_urssaf,0,,93106328300028,2026-09-12,,,scan_degraded,grp_93106328300028,data_generator/output/scans/93106328300028/93106328300028_attestation_urssaf_0062.png
93106328300028_kbis_0063.pdf,kbis,0,,93106328300028,,,,none,grp_93106328300028,data_generator/output/raw/93106328300028/93106328300028_kbis_0063.pdf
93106328300028_rib_0064.pdf,rib,1,iban_invalide,93106328300028,,,,none,grp_93106328300028,data_generator/output/raw/93106328300028/93106328300028_rib_0064.pdf
93106328300028_rib_0064.png,rib,1,iban_invalide,93106328300028,,,,scan_degraded,grp_93106328300028,data_generator/output/scans/93106328300028/93106328300028_rib_0064.png
93106328300028_rib_0065.pdf,rib,0,,93106328300028,,,,none,grp_93106328300028,data_generator/output/raw/93106328300028/93106328300028_rib_0065.pdf
93106328300028_rib_0065.png,rib,0,,93106328300028,,,,scan_degraded,grp_93106328300028,data_generator/output/scans/93106328300028/93106328300028_rib_0065.png
93106328300028_devis_0066.pdf,devis,0,,93106328300028,,166744.45,175915.39,none,grp_93106328300028,data_generator/output/raw/93106328300028/93106328300028_devis_0066.pdf
93106328300028_facture_0067.pdf,facture,0,,93106328300028,,81044.06,97252.87,none,grp_93106328300028,data_generator/output/raw/93106328300028/93106328300028_facture_0067.pdf
93106328300028_facture_0067.png,facture,0,,93106328300028,,81044.06,97252.87,scan_degraded,grp_93106328300028,data_generator/output/scans/93106328300028/93106328300028_facture_0067.png
93106328300028_facture_0068.pdf,facture,0,,93106328300028,,4568.22,5025.04,none,grp_93106328300028,data_generator/output/raw/93106328300028/93106328300028_facture_0068.pdf
93106328300028_facture_0068.png,facture,0,,93106328300028,,4568.22,5025.04,scan_degraded,grp_93106328300028,data_generator/output/scans/93106328300028/93106328300028_facture_0068.png
93106328300028_devis_0069.pdf,devis,1,montant_altere,93106328300028,,54022.50,58219.40,none,grp_93106328300028,data_generator/output/raw/93106328300028/93106328300028_devis_0069.pdf
93106328300028_facture_0070.pdf,facture,0,,93106328300028,,80766.58,85208.74,none,grp_93106328300028,data_generator/output/raw/93106328300028/93106328300028_facture_0070.pdf
93106328300028_facture_0070.png,facture,0,,93106328300028,,80766.58,85208.74,scan_degraded,grp_93106328300028,data_generator/output/scans/93106328300028/93106328300028_facture_0070.png
93106328300028_facture_0071.pdf,facture,1,montant_altere,93106328300028,,12231.55,16394.78,none,grp_93106328300028,data_generator/output/raw/93106328300028/93106328300028_facture_0071.pdf
93106328300028_facture_0071.png,facture,1,montant_altere,93106328300028,,12231.55,16394.78,scan_degraded,grp_93106328300028,data_generator/output/scans/93106328300028/93106328300028_facture_0071.png
83430785200014_facture_0072.pdf,facture,1,montant_altere,83430785200014,,56018.04,60338.86,none,grp_83430785200014,data_generator/output/raw/83430785200014/83430785200014_facture_0072.pdf
83430785200014_facture_0072.png,facture,1,montant_altere,83430785200014,,56018.04,60338.86,scan_degraded,grp_83430785200014,data_generator/output/scans/83430785200014/83430785200014_facture_0072.png
83430785200014_devis_0073.pdf,devis,0,,83430785200014,,60860.91,64208.26,none,grp_83430785200014,data_generator/output/raw/83430785200014/83430785200014_devis_0073.pdf
83430785200014_devis_0073.png,devis,0,,83430785200014,,60860.91,64208.26,scan_degraded,grp_83430785200014,data_generator/output/scans/83430785200014/83430785200014_devis_0073.png
83430785200014_facture_0074.pdf,facture,1,montant_altere,83430785200014,,153309.23,164375.72,none,grp_83430785200014,data_generator/output/raw/83430785200014/83430785200014_facture_0074.pdf
83430785200014_facture_0074.png,facture,1,montant_altere,83430785200014,,153309.23,164375.72,scan_degraded,grp_83430785200014,data_generator/output/scans/83430785200014/83430785200014_facture_0074.png
83430785200014_devis_0075.pdf,devis,0,,83430785200014,,223598.74,268318.49,none,grp_83430785200014,data_generator/output/raw/83430785200014/83430785200014_devis_0075.pdf
83430785200014_devis_0076.pdf,devis,0,,83430785200014,,67690.47,81228.56,none,grp_83430785200014,data_generator/output/raw/83430785200014/83430785200014_devis_0076.pdf
83430785200014_facture_0077.pdf,facture,0,,83430785200014,,34282.62,36168.16,none,grp_83430785200014,data_generator/output/raw/83430785200014/83430785200014_facture_0077.pdf
83430785200014_facture_0077.png,facture,0,,83430785200014,,34282.62,36168.16,scan_degraded,grp_83430785200014,data_generator/output/scans/83430785200014/83430785200014_facture_0077.png
83430785200014_devis_0078.pdf,devis,0,,83430785200014,,93758.87,98915.61,none,grp_83430785200014,data_generator/output/raw/83430785200014/83430785200014_devis_0078.pdf
83430785200014_devis_0078.png,devis,0,,83430785200014,,93758.87,98915.61,scan_degraded,grp_83430785200014,data_generator/output/scans/83430785200014/83430785200014_devis_0078.png
83430785200014_facture_0079.pdf,facture,0,,83430785200014,,83567.41,91924.15,none,grp_83430785200014,data_generator/output/raw/83430785200014/83430785200014_facture_0079.pdf
83430785200014_devis_0080.pdf,devis,0,,83430785200014,,36639.44,38654.61,none,grp_83430785200014,data_generator/output/raw/83430785200014/83430785200014_devis_0080.pdf
83430785200014_devis_0080.png,devis,0,,83430785200014,,36639.44,38654.61,scan_degraded,grp_83430785200014,data_generator/output/scans/83430785200014/83430785200014_devis_0080.png
83430785200014_attestation_urssaf_0081.pdf,attestation_urssaf,0,,83430785200014,2026-09-12,,,none,grp_83430785200014,data_generator/output/raw/83430785200014/83430785200014_attestation_urssaf_0081.pdf
83430785200014_attestation_urssaf_0081.png,attestation_urssaf,0,,83430785200014,2026-09-12,,,scan_degraded,grp_83430785200014,data_generator/output/scans/83430785200014/83430785200014_attestation_urssaf_0081.png
83430785200014_devis_0082.pdf,devis,1,montant_altere,83430785200014,,68427.67,72623.54,none,grp_83430785200014,data_generator/output/raw/83430785200014/83430785200014_devis_0082.pdf
83430785200014_facture_0083.pdf,facture,0,,83430785200014,,54372.88,65247.46,none,grp_83430785200014,data_generator/output/raw/83430785200014/83430785200014_facture_0083.pdf
83430785200014_facture_0083.png,facture,0,,83430785200014,,54372.88,65247.46,scan_degraded,grp_83430785200014,data_generator/output/scans/83430785200014/83430785200014_facture_0083.png
44033947101787_facture_0084.pdf,facture,0,,44033947101787,,73900.81,88680.97,none,grp_44033947101787,data_generator/output/raw/44033947101787/44033947101787_facture_0084.pdf
44033947101787_facture_0085.pdf,facture,1,montant_altere,44033947101787,,253063.76,304138.76,none,grp_44033947101787,data_generator/output/raw/44033947101787/44033947101787_facture_0085.pdf
44033947101787_facture_0085.png,facture,1,montant_altere,44033947101787,,253063.76,304138.76,scan_degraded,grp_44033947101787,data_generator/output/scans/44033947101787/44033947101787_facture_0085.png
44033947101787_devis_0086.pdf,devis,0,,44033947101787,,165871.13,182458.24,none,grp_44033947101787,data_generator/output/raw/44033947101787/44033947101787_devis_0086.pdf
44033947101787_devis_0086.png,devis,0,,44033947101787,,165871.13,182458.24,scan_degraded,grp_44033947101787,data_generator/output/scans/44033947101787/44033947101787_devis_0086.png
44033947101787_facture_0087.pdf,facture,0,,44033947101787,,41800.69,50160.83,none,grp_44033947101787,data_generator/output/raw/44033947101787/44033947101787_facture_0087.pdf
44033947101787_attestation_urssaf_0088.pdf,attestation_urssaf,0,,44033947101787,2026-09-12,,,none,grp_44033947101787,data_generator/output/raw/44033947101787/44033947101787_attestation_urssaf_0088.pdf
44033947101787_attestation_urssaf_0088.png,attestation_urssaf,0,,44033947101787,2026-09-12,,,scan_degraded,grp_44033947101787,data_generator/output/scans/44033947101787/44033947101787_attestation_urssaf_0088.png
44033947101787_facture_0089.pdf,facture,0,,44033947101787,,29175.33,30779.97,none,grp_44033947101787,data_generator/output/raw/44033947101787/44033947101787_facture_0089.pdf
44033947101787_facture_0089.png,facture,0,,44033947101787,,29175.33,30779.97,scan_degraded,grp_44033947101787,data_generator/output/scans/44033947101787/44033947101787_facture_0089.png
44033947101787_devis_0090.pdf,devis,0,,44033947101787,,78176.15,93811.38,none,grp_44033947101787,data_generator/output/raw/44033947101787/44033947101787_devis_0090.pdf
44033947101787_devis_0091.pdf,devis,0,,44033947101787,,43498.24,45890.64,none,grp_44033947101787,data_generator/output/raw/44033947101787/44033947101787_devis_0091.pdf
44033947101787_devis_0091.png,devis,0,,44033947101787,,43498.24,45890.64,scan_degraded,grp_44033947101787,data_generator/output/scans/44033947101787/44033947101787_devis_0091.png
33791379200467_facture_0092.pdf,facture,0,,33791379200467,,132963.24,146259.56,none,grp_33791379200467,data_generator/output/raw/33791379200467/33791379200467_facture_0092.pdf
33791379200467_facture_0092.png,facture,0,,33791379200467,,132963.24,146259.56,scan_degraded,grp_33791379200467,data_generator/output/scans/33791379200467/33791379200467_facture_0092.png
33791379200467_attestation_urssaf_0093.pdf,attestation_urssaf,0,,33791379200467,2026-09-12,,,none,grp_33791379200467,data_generator/output/raw/33791379200467/33791379200467_attestation_urssaf_0093.pdf
33791379200467_facture_0094.pdf,facture,0,,33791379200467,,158086.11,189703.33,none,grp_33791379200467,data_generator/output/raw/33791379200467/33791379200467_facture_0094.pdf
33791379200467_facture_0094.png,facture,0,,33791379200467,,158086.11,189703.33,scan_degraded,grp_33791379200467,data_generator/output/scans/33791379200467/33791379200467_facture_0094.png
33791379200467_kbis_0095.pdf,kbis,0,,33791379200467,,,,none,grp_33791379200467,data_generator/output/raw/33791379200467/33791379200467_kbis_0095.pdf
33791379200467_devis_0096.pdf,devis,0,,33791379200467,,66542.68,70202.53,none,grp_33791379200467,data_generator/output/raw/33791379200467/33791379200467_devis_0096.pdf
33791379200467_devis_0097.pdf,devis,0,,33791379200467,,18344.17,19353.10,none,grp_33791379200467,data_generator/output/raw/33791379200467/33791379200467_devis_0097.pdf
33791379200467_devis_0097.png,devis,0,,33791379200467,,18344.17,19353.10,scan_degraded,grp_33791379200467,data_generator/output/scans/33791379200467/33791379200467_devis_0097.png
33791379200467_devis_0098.pdf,devis,0,,33791379200467,,105384.96,111181.13,none,grp_33791379200467,data_generator/output/raw/33791379200467/33791379200467_devis_0098.pdf
33791379200467_rib_0099.pdf,rib,1,iban_invalide,33791379200467,,,,none,grp_33791379200467,data_generator/output/raw/33791379200467/33791379200467_rib_0099.pdf
78925139400027_facture_0100.pdf,facture,0,,78925139400027,,178163.19,213795.83,none,grp_78925139400027,data_generator/output/raw/78925139400027/78925139400027_facture_0100.pdf
78925139400027_kbis_0101.pdf,kbis,0,,78925139400027,,,,none,grp_78925139400027,data_generator/output/raw/78925139400027/78925139400027_kbis_0101.pdf
78925139400027_kbis_0101.png,kbis,0,,78925139400027,,,,scan_degraded,grp_78925139400027,data_generator/output/scans/78925139400027/78925139400027_kbis_0101.png
78925139400027_attestation_urssaf_0102.pdf,attestation_urssaf,0,,78925139400027,2026-09-12,,,none,grp_78925139400027,data_generator/output/raw/78925139400027/78925139400027_attestation_urssaf_0102.pdf
78925139400027_attestation_urssaf_0102.png,attestation_urssaf,0,,78925139400027,2026-09-12,,,scan_degraded,grp_78925139400027,data_generator/output/scans/78925139400027/78925139400027_attestation_urssaf_0102.png
78925139400027_facture_0103.pdf,facture,0,,78925139400027,,28276.92,29832.15,none,grp_78925139400027,data_generator/output/raw/78925139400027/78925139400027_facture_0103.pdf
78925139400027_facture_0103.png,facture,0,,78925139400027,,28276.92,29832.15,scan_degraded,grp_78925139400027,data_generator/output/scans/78925139400027/78925139400027_facture_0103.png
78925139400027_facture_0104.pdf,facture,0,,78925139400027,,82701.99,99242.39,none,grp_78925139400027,data_generator/output/raw/78925139400027/78925139400027_facture_0104.pdf
78925139400027_facture_0105.pdf,facture,0,,78925139400027,,210264.21,252317.05,none,grp_78925139400027,data_generator/output/raw/78925139400027/78925139400027_facture_0105.pdf
